STATE,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,SEASON,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Mississippi,2017,7,240,40,5,18.75,16.67,2.08,Level 10,High,Feb-18-2017,2016-17,6.25095,1238,47,19805
Missouri,2017,7,1456,223,88,21.36,15.32,6.04,Level 10,High,Feb-18-2017,2016-17,5.01464,411,18,8196
Montana,2017,7,244,35,3,15.57,14.34,1.23,Level 1,Minimal,Feb-18-2017,2016-17,0.117268,4,8,3411
Nebraska,2017,7,322,70,24,29.19,21.74,7.45,Level 4,Low,Feb-18-2017,2016-17,2.29617,69,13,3005
Nevada,2017,7,42,4,2,14.29,9.52,4.76,Level 3,Minimal,Feb-18-2017,2016-17,1.32337,248,36,18740
New Hampshire,2017,7,42,4,2,14.29,9.52,4.76,Level 3,Minimal,Feb-18-2017,2016-17,1.6573,59,20,3560
New Jersey,2017,7,0,0,0,0,0,0,Level 10,High,Feb-18-2017,2016-17,5.55885,938,30,16874
New Mexico,2017,7,1061,255,4,24.41,24.03,0.38,Level 10,High,Feb-18-2017,2016-17,4.83111,615,28,12730
New York,2017,7,4146,871,122,23.95,21.01,2.94,Level 10,High,Feb-18-2017,2016-17,8.27769,1153,66,13929
North Carolina,2017,7,992,212,42,25.6,21.37,4.23,Level 10,High,Feb-18-2017,2016-17,6.66496,1044,46,15664
North Dakota,2017,7,170,38,8,27.06,22.35,4.71,Level 6,Moderate,Feb-18-2017,2016-17,3.8105,74,10,1942
Ohio,2017,7,4101,864,367,30.02,21.07,8.95,Level 6,Moderate,Feb-18-2017,2016-17,3.09366,694,72,22433
Oklahoma,2017,7,546,117,32,27.29,21.43,5.86,Level 10,High,Feb-18-2017,2016-17,11.7363,680,19,5794
Oregon,2017,7,853,105,20,14.65,12.31,2.34,Level 5,Low,Feb-18-2017,2016-17,2.9166,171,19,5863
Pennsylvania,2017,7,1224,354,42,32.35,28.92,3.43,Level 10,High,Feb-18-2017,2016-17,4.68299,698,56,14905
Rhode Island,2017,7,0,0,0,0,0,0,Level 10,High,Feb-18-2017,2016-17,4.14856,210,16,5062
South Carolina,2017,7,707,115,62,25.04,16.27,8.77,Level 10,High,Feb-18-2017,2016-17,6.69307,507,14,7575
South Dakota,2017,7,437,108,18,28.83,24.71,4.12,Level 10,High,Feb-18-2017,2016-17,4.54676,474,34,10425
Tennessee,2017,7,397,52,11,15.87,13.1,2.77,Level 10,High,Feb-18-2017,2016-17,7.14343,883,59,12361
Texas,2017,7,3884,802,200,25.8,20.65,5.15,Level 10,High,Feb-18-2017,2016-17,9.2512,2592,90,28018
Utah,2017,7,1060,101,6,10.09,9.53,0.57,Level 2,Minimal,Feb-18-2017,2016-17,1.29598,241,32,18596
Vermont,2017,7,192,23,9,16.67,11.98,4.69,Level 1,Minimal,Feb-18-2017,2016-17,1.07602,31,10,2881
Virginia,2017,7,475,158,22,37.89,33.26,4.63,Level 10,High,Feb-18-2017,2016-17,5.8855,6048,148,102761
Washington,2017,7,1043,76,32,10.35,7.29,3.07,Level 1,Minimal,Feb-18-2017,2016-17,0.893441,41,47,4589
West Virginia,2017,7,822,58,42,12.17,7.06,5.11,Level 6,Moderate,Feb-18-2017,2016-17,3.61845,841,47,23242
Wisconsin,2017,7,2557,742,206,37.07,29.02,8.06,Level 4,Low,Feb-18-2017,2016-17,3.14223,228,24,7256
Wyoming,2017,7,0,0,0,0,0,0,Level 6,Moderate,Feb-18-2017,2016-17,3.00981,138,23,4585
Puerto Rico,2017,7,0,0,0,0,0,0,Level 3,Minimal,Feb-18-2017,2016-17,4.76804,222,9,4656
Virgin Islands,2017,7,0,0,0,0,0,0,Level 0,Insufficient Data,Feb-18-2017,2016-17,0.136612,1,2,732
New York City,2017,7,0,0,0,0,0,0,Level 6,Moderate,Feb-18-2017,2016-17,2.99254,3016,76,100784
Alabama,2017,8,1226,151,93,19.9,12.32,7.59,Level 10,High,Feb-25-2017,2016-17,7.42094,650,25,8759
Alaska,2017,8,0,0,0,0,0,0,Level 7,Moderate,Feb-25-2017,2016-17,3.76276,59,6,1568
Arizona,2017,8,375,20,4,6.4,5.33,1.07,Level 5,Low,Feb-25-2017,2016-17,2.5321,564,52,22274
Arkansas,2017,8,224,47,6,23.66,20.98,2.68,Level 10,High,Feb-25-2017,2016-17,7.89474,390,13,4940
California,2017,8,1532,140,12,9.92,9.14,0.78,Level 4,Low,Feb-25-2017,2016-17,2.38854,1080,107,45216
Colorado,2017,8,989,117,41,15.98,11.83,4.15,Level 3,Minimal,Feb-25-2017,2016-17,1.31508,49,5,3726
Connecticut,2017,8,635,127,17,22.68,20,2.68,Level 9,High,Feb-25-2017,2016-17,5.03785,193,13,3831
Delaware,2017,8,389,117,19,34.96,30.08,4.88,Level 1,Minimal,Feb-25-2017,2016-17,1.14424,33,13,2884
District of Columbia,2017,8,0,0,0,0,0,0,Level 0,Insufficient Data,Feb-25-2017,2016-17,7.23746,153,2,2114
Florida,2017,8,0,0,0,0,0,0,Level 5,Low,Feb-25-2017,2016-17,X,X,X,X
Georgia,2017,8,1717,230,157,22.54,13.4,9.14,Level 10,High,Feb-25-2017,2016-17,5.99941,3464,58,57739
Hawaii,2017,8,226,18,4,9.73,7.96,1.77,Level 4,Low,Feb-25-2017,2016-17,4.21053,56,16,1330
Idaho,2017,8,77,16,0,20.78,20.78,0,Level 2,Minimal,Feb-25-2017,2016-17,1.48699,28,7,1883
Illinois,2017,8,862,209,129,39.21,24.25,14.97,Level 10,High,Feb-25-2017,2016-17,4.56599,2284,79,50022
Indiana,2017,8,526,128,39,31.75,24.33,7.41,Level 10,High,Feb-25-2017,2016-17,5.26666,317,24,6019
Iowa,2017,8,454,89,38,27.97,19.6,8.37,Level 4,Low,Feb-25-2017,2016-17,1.95448,73,11,3735
Kansas,2017,8,173,34,6,23.12,19.65,3.47,Level 10,High,Feb-25-2017,2016-17,6.89316,491,27,7123
Kentucky,2017,8,530,85,15,18.87,16.04,2.83,Level 10,High,Feb-25-2017,2016-17,8.21918,858,26,10439
Louisiana,2017,8,1893,382,121,26.57,20.18,6.39,Level 10,High,Feb-25-2017,2016-17,4.66559,2549,101,54634
Maine,2017,8,240,67,8,31.25,27.92,3.33,Level 1,Minimal,Feb-25-2017,2016-17,1.23158,56,28,4547
Maryland,2017,8,548,180,60,43.8,32.85,10.95,Level 10,High,Feb-25-2017,2016-17,5.82144,579,43,9946
Massachusetts,2017,8,1339,351,38,29.05,26.21,2.84,Level 6,Moderate,Feb-25-2017,2016-17,2.53476,669,46,26393
Michigan,2017,8,2730,529,299,30.33,19.38,10.95,Level 9,High,Feb-25-2017,2016-17,4.28887,1069,75,24925
Minnesota,2017,8,982,178,66,24.85,18.13,6.72,Level 8,High,Feb-25-2017,2016-17,4.61632,305,19,6607
Mississippi,2017,8,233,40,2,18.03,17.17,0.86,Level 10,High,Feb-25-2017,2016-17,6.78651,1344,49,19804
Missouri,2017,8,1305,157,81,18.24,12.03,6.21,Level 10,High,Feb-25-2017,2016-17,4.40847,354,19,8030
Montana,2017,8,206,14,9,11.17,6.8,4.37,Level 1,Minimal,Feb-25-2017,2016-17,0.244275,8,9,3275
Nebraska,2017,8,329,69,43,34.04,20.97,13.07,Level 3,Minimal,Feb-25-2017,2016-17,1.93638,56,14,2892
Nevada,2017,8,0,0,0,0,0,0,Level 2,Minimal,Feb-25-2017,2016-17,1.27038,240,36,18892
New Hampshire,2017,8,60,12,2,23.33,20,3.33,Level 4,Low,Feb-25-2017,2016-17,1.71595,65,20,3788
New Jersey,2017,8,0,0,0,0,0,0,Level 8,High,Feb-25-2017,2016-17,4.8848,812,29,16623
New Mexico,2017,8,1077,229,8,22.01,21.26,0.74,Level 10,High,Feb-25-2017,2016-17,4.62475,562,27,12152
New York,2017,8,3815,760,123,23.15,19.92,3.22,Level 10,High,Feb-25-2017,2016-17,6.33198,811,67,12808
North Carolina,2017,8,868,170,27,22.7,19.59,3.11,Level 10,High,Feb-25-2017,2016-17,7.59585,1157,47,15232
North Dakota,2017,8,183,28,11,21.31,15.3,6.01,Level 5,Low,Feb-25-2017,2016-17,3.50235,67,8,1913
Ohio,2017,8,4425,888,477,30.85,20.07,10.78,Level 8,High,Feb-25-2017,2016-17,3.58684,798,71,22248
Oklahoma,2017,8,478,56,28,17.57,11.72,5.86,Level 10,High,Feb-25-2017,2016-17,10.431,593,22,5685
Oregon,2017,8,658,66,28,14.29,10.03,4.26,Level 4,Low,Feb-25-2017,2016-17,2.5323,147,18,5805
Pennsylvania,2017,8,1176,264,60,27.55,22.45,5.1,Level 9,High,Feb-25-2017,2016-17,4.00976,559,56,13941
Rhode Island,2017,8,0,0,0,0,0,0,Level 10,High,Feb-25-2017,2016-17,4.309,193,16,4479
South Carolina,2017,8,723,119,55,24.07,16.46,7.61,Level 10,High,Feb-25-2017,2016-17,7.55091,571,15,7562
South Dakota,2017,8,384,64,19,21.61,16.67,4.95,Level 8,High,Feb-25-2017,2016-17,3.39673,334,34,9833
Tennessee,2017,8,418,58,21,18.9,13.88,5.02,Level 10,High,Feb-25-2017,2016-17,5.21413,515,53,9877
Texas,2017,8,3480,646,193,24.11,18.56,5.55,Level 10,High,Feb-25-2017,2016-17,8.99901,2635,106,29281
Utah,2017,8,971,76,8,8.65,7.83,0.82,Level 3,Minimal,Feb-25-2017,2016-17,1.60169,258,33,16108
Vermont,2017,8,222,40,13,23.87,18.02,5.86,Level 1,Minimal,Feb-25-2017,2016-17,1.75254,50,10,2853
Virginia,2017,8,595,221,40,43.87,37.14,6.72,Level 10,High,Feb-25-2017,2016-17,6.67057,7511,150,112599
Washington,2017,8,915,57,21,8.52,6.23,2.3,Level 1,Minimal,Feb-25-2017,2016-17,0.771325,34,47,4408
West Virginia,2017,8,864,76,55,15.16,8.8,6.37,Level 5,Low,Feb-25-2017,2016-17,3.53901,850,46,24018
Wisconsin,2017,8,2785,757,252,36.23,27.18,9.05,Level 5,Low,Feb-25-2017,2016-17,3.40217,229,23,6731
Wyoming,2017,8,0,0,0,0,0,0,Level 3,Minimal,Feb-25-2017,2016-17,2.07824,85,22,4090
Puerto Rico,2017,8,0,0,0,0,0,0,Level 2,Minimal,Feb-25-2017,2016-17,4.44351,212,9,4771
Virgin Islands,2017,8,0,0,0,0,0,0,Level 0,Insufficient Data,Feb-25-2017,2016-17,0.423131,3,2,709
New York City,2017,8,0,0,0,0,0,0,Level 5,Low,Feb-25-2017,2016-17,2.68279,2655,75,98964
Alabama,2017,9,973,104,72,18.09,10.69,7.4,Level 10,High,Mar-04-2017,2016-17,6.29416,490,24,7785
Alaska,2017,9,0,0,0,0,0,0,Level 7,Moderate,Mar-04-2017,2016-17,3.52423,56,6,1589
Arizona,2017,9,339,16,5,6.19,4.72,1.47,Level 5,Low,Mar-04-2017,2016-17,2.75203,668,52,24273
Arkansas,2017,9,152,24,4,18.42,15.79,2.63,Level 10,High,Mar-04-2017,2016-17,4.47866,192,12,4287
California,2017,9,1428,92,10,7.14,6.44,0.7,Level 3,Minimal,Mar-04-2017,2016-17,2.14593,1082,112,50421
Colorado,2017,9,866,102,51,17.67,11.78,5.89,Level 4,Low,Mar-04-2017,2016-17,1.73661,60,5,3455
Connecticut,2017,9,617,85,20,17.02,13.78,3.24,Level 6,Moderate,Mar-04-2017,2016-17,4.01284,175,15,4361
Delaware,2017,9,326,70,17,26.69,21.47,5.21,Level 1,Minimal,Mar-04-2017,2016-17,0.596421,18,13,3018
District of Columbia,2017,9,0,0,0,0,0,0,Level 0,Insufficient Data,Mar-04-2017,2016-17,7.39146,206,2,2787
Florida,2017,9,0,0,0,0,0,0,Level 4,Low,Mar-04-2017,2016-17,X,X,X,X
Georgia,2017,9,1481,147,135,19.04,9.93,9.12,Level 10,High,Mar-04-2017,2016-17,4.57355,2479,55,54203
Hawaii,2017,9,212,19,6,11.79,8.96,2.83,Level 3,Minimal,Mar-04-2017,2016-17,3.36927,50,15,1484
Idaho,2017,9,56,8,0,14.29,14.29,0,Level 1,Minimal,Mar-04-2017,2016-17,1.06332,22,8,2069
Illinois,2017,9,932,105,103,22.32,11.27,11.05,Level 7,Moderate,Mar-04-2017,2016-17,3.52349,1743,79,49468
Indiana,2017,9,394,92,26,29.95,23.35,6.6,Level 7,Moderate,Mar-04-2017,2016-17,3.30212,201,26,6087
Iowa,2017,9,394,68,24,23.35,17.26,6.09,Level 1,Minimal,Mar-04-2017,2016-17,1.12601,42,12,3730
Kansas,2017,9,176,25,2,15.34,14.2,1.14,Level 10,High,Mar-04-2017,2016-17,5.14078,367,28,7139
Kentucky,2017,9,482,60,8,14.11,12.45,1.66,Level 10,High,Mar-04-2017,2016-17,6.13134,633,26,10324
Louisiana,2017,9,1893,415,124,28.47,21.92,6.55,Level 9,High,Mar-04-2017,2016-17,4.37021,2283,97,52240
Maine,2017,9,240,52,7,24.58,21.67,2.92,Level 1,Minimal,Mar-04-2017,2016-17,1.38257,76,28,5497
Maryland,2017,9,427,87,34,28.34,20.37,7.96,Level 5,Low,Mar-04-2017,2016-17,3.39394,336,43,9900
Massachusetts,2017,9,1093,185,56,22.05,16.93,5.12,Level 3,Minimal,Mar-04-2017,2016-17,1.63971,518,45,31591
Michigan,2017,9,2405,382,227,25.32,15.88,9.44,Level 6,Moderate,Mar-04-2017,2016-17,3.26298,790,75,24211
Minnesota,2017,9,634,73,26,15.62,11.51,4.1,Level 4,Low,Mar-04-2017,2016-17,3.02862,218,21,7198
Mississippi,2017,9,209,26,2,13.4,12.44,0.96,Level 10,High,Mar-04-2017,2016-17,5.83258,1165,50,19974
Missouri,2017,9,1056,69,64,12.59,6.53,6.06,Level 6,Moderate,Mar-04-2017,2016-17,3.08846,243,19,7868
Montana,2017,9,165,8,14,13.33,4.85,8.48,Level 1,Minimal,Mar-04-2017,2016-17,0.152672,5,8,3275
Nebraska,2017,9,212,29,27,26.42,13.68,12.74,Level 1,Minimal,Mar-04-2017,2016-17,1.24297,42,13,3379
Nevada,2017,9,17,2,1,17.65,11.76,5.88,Level 2,Minimal,Mar-04-2017,2016-17,1.26629,241,36,19032
New Hampshire,2017,9,41,7,1,19.51,17.07,2.44,Level 2,Minimal,Mar-04-2017,2016-17,1.18394,41,20,3463
New Jersey,2017,9,0,0,0,0,0,0,Level 6,Moderate,Mar-04-2017,2016-17,4.05102,632,31,15601
New Mexico,2017,9,960,186,7,20.1,19.38,0.73,Level 7,Moderate,Mar-04-2017,2016-17,3.89599,445,26,11422
New York,2017,9,3146,386,95,15.29,12.27,3.02,Level 2,Minimal,Mar-04-2017,2016-17,2.9721,407,67,13694
North Carolina,2017,9,747,113,39,20.35,15.13,5.22,Level 10,High,Mar-04-2017,2016-17,5.96889,994,49,16653
North Dakota,2017,9,103,6,3,8.74,5.83,2.91,Level 6,Moderate,Mar-04-2017,2016-17,3.48071,74,9,2126
Ohio,2017,9,3476,459,342,23.04,13.2,9.84,Level 4,Low,Mar-04-2017,2016-17,2.46458,494,70,20044
Oklahoma,2017,9,434,22,32,12.44,5.07,7.37,Level 10,High,Mar-04-2017,2016-17,9.11975,460,18,5044
Oregon,2017,9,596,58,21,13.26,9.73,3.52,Level 4,Low,Mar-04-2017,2016-17,2.61278,139,16,5320
Pennsylvania,2017,9,945,138,42,19.05,14.6,4.44,Level 5,Low,Mar-04-2017,2016-17,2.57151,374,58,14544
Rhode Island,2017,9,0,0,0,0,0,0,Level 8,High,Mar-04-2017,2016-17,2.83892,138,16,4861
South Carolina,2017,9,566,53,29,14.49,9.36,5.12,Level 10,High,Mar-04-2017,2016-17,5.52172,408,15,7389
South Dakota,2017,9,309,40,22,20.06,12.94,7.12,Level 5,Low,Mar-04-2017,2016-17,2.58154,243,34,9413
Tennessee,2017,9,337,33,24,16.91,9.79,7.12,Level 10,High,Mar-04-2017,2016-17,5.55114,628,54,11313
Texas,2017,9,3197,502,191,21.68,15.7,5.97,Level 10,High,Mar-04-2017,2016-17,7.50649,2256,107,30054
Utah,2017,9,804,55,6,7.59,6.84,0.75,Level 1,Minimal,Mar-04-2017,2016-17,0.493608,78,32,15802
Vermont,2017,9,215,43,11,25.12,20,5.12,Level 1,Minimal,Mar-04-2017,2016-17,1.80403,51,10,2827
Virginia,2017,9,450,114,20,29.78,25.33,4.44,Level 9,High,Mar-04-2017,2016-17,4.02646,4085,149,101454
Washington,2017,9,740,36,23,7.97,4.86,3.11,Level 1,Minimal,Mar-04-2017,2016-17,0.748823,35,46,4674
West Virginia,2017,9,803,64,42,13.2,7.97,5.23,Level 5,Low,Mar-04-2017,2016-17,3.37181,815,46,24171
Wisconsin,2017,9,2235,438,222,29.53,19.6,9.93,Level 2,Minimal,Mar-04-2017,2016-17,2.49126,171,25,6864
Wyoming,2017,9,0,0,0,0,0,0,Level 2,Minimal,Mar-04-2017,2016-17,1.83625,85,22,4629
Puerto Rico,2017,9,0,0,0,0,0,0,Level 1,Minimal,Mar-04-2017,2016-17,3.84697,181,9,4705
Virgin Islands,2017,9,0,0,0,0,0,0,Level 0,Insufficient Data,Mar-04-2017,2016-17,1.18343,8,2,676
New York City,2017,9,0,0,0,0,0,0,Level 3,Minimal,Mar-04-2017,2016-17,2.17591,2157,83,99131
Alabama,2017,10,983,91,63,15.67,9.26,6.41,Level 10,High,Mar-11-2017,2016-17,6.59379,567,25,8599
Alaska,2017,10,0,0,0,0,0,0,Level 3,Minimal,Mar-11-2017,2016-17,1.7407,29,6,1666
Arizona,2017,10,345,25,4,8.41,7.25,1.16,Level 5,Low,Mar-11-2017,2016-17,2.49154,604,53,24242
Arkansas,2017,10,155,25,5,19.35,16.13,3.23,Level 10,High,Mar-11-2017,2016-17,4.59387,207,13,4506
California,2017,10,1494,80,13,6.22,5.35,0.87,Level 3,Minimal,Mar-11-2017,2016-17,2.17089,1091,111,50256
Colorado,2017,10,847,74,70,17,8.74,8.26,Level 4,Low,Mar-11-2017,2016-17,1.57924,56,5,3546
Connecticut,2017,10,586,62,25,14.85,10.58,4.27,Level 4,Low,Mar-11-2017,2016-17,3.43467,148,18,4309
Delaware,2017,10,323,46,12,17.96,14.24,3.72,Level 1,Minimal,Mar-11-2017,2016-17,0.790254,24,13,3037
District of Columbia,2017,10,0,0,0,0,0,0,Level 0,Insufficient Data,Mar-11-2017,2016-17,8.17884,225,2,2751
Florida,2017,10,0,0,0,0,0,0,Level 4,Low,Mar-11-2017,2016-17,X,X,X,X
Georgia,2017,10,1489,154,147,20.21,10.34,9.87,Level 10,High,Mar-11-2017,2016-17,4.4781,2487,57,55537
Hawaii,2017,10,202,13,11,11.88,6.44,5.45,Level 5,Low,Mar-11-2017,2016-17,4.629,68,15,1469
Idaho,2017,10,67,7,0,10.45,10.45,0,Level 2,Minimal,Mar-11-2017,2016-17,1.47433,29,8,1967
Illinois,2017,10,810,80,99,22.1,9.88,12.22,Level 7,Moderate,Mar-11-2017,2016-17,3.61994,1759,81,48592
Indiana,2017,10,502,86,52,27.49,17.13,10.36,Level 10,High,Mar-11-2017,2016-17,5.10224,262,26,5135
Iowa,2017,10,334,45,32,23.05,13.47,9.58,Level 1,Minimal,Mar-11-2017,2016-17,1.27674,37,11,2898
Kansas,2017,10,181,14,17,17.13,7.73,9.39,Level 9,High,Mar-11-2017,2016-17,4.38786,305,28,6951
Kentucky,2017,10,497,46,19,13.08,9.26,3.82,Level 10,High,Mar-11-2017,2016-17,6.71037,696,25,10372
Louisiana,2017,10,1865,454,93,29.33,24.34,4.99,Level 8,High,Mar-11-2017,2016-17,3.95981,2156,101,54447
Maine,2017,10,219,66,23,40.64,30.14,10.5,Level 1,Minimal,Mar-11-2017,2016-17,1.63965,88,28,5367
Maryland,2017,10,378,64,43,28.31,16.93,11.38,Level 6,Moderate,Mar-11-2017,2016-17,3.541,345,43,9743
Massachusetts,2017,10,1012,142,50,18.97,14.03,4.94,Level 3,Minimal,Mar-11-2017,2016-17,1.67908,460,46,27396
Michigan,2017,10,2171,274,195,21.6,12.62,8.98,Level 7,Moderate,Mar-11-2017,2016-17,3.48875,868,74,24880
Minnesota,2017,10,847,95,101,23.14,11.22,11.92,Level 5,Low,Mar-11-2017,2016-17,3.58261,206,19,5750
Mississippi,2017,10,186,22,7,15.59,11.83,3.76,Level 10,High,Mar-11-2017,2016-17,5.11857,954,45,18638
Missouri,2017,10,962,50,72,12.68,5.2,7.48,Level 7,Moderate,Mar-11-2017,2016-17,3.1356,231,16,7367
Montana,2017,10,194,5,17,11.34,2.58,8.76,Level 1,Minimal,Mar-11-2017,2016-17,0.204499,7,9,3423
Nebraska,2017,10,202,23,20,21.29,11.39,9.9,Level 1,Minimal,Mar-11-2017,2016-17,1.54799,45,13,2907
Nevada,2017,10,27,4,2,22.22,14.81,7.41,Level 2,Minimal,Mar-11-2017,2016-17,1.07925,201,35,18624
New Hampshire,2017,10,47,5,1,12.77,10.64,2.13,Level 2,Minimal,Mar-11-2017,2016-17,1.06908,39,18,3648
New Jersey,2017,10,0,0,0,0,0,0,Level 5,Low,Mar-11-2017,2016-17,3.8477,575,30,14944
New Mexico,2017,10,824,166,14,21.84,20.15,1.7,Level 6,Moderate,Mar-11-2017,2016-17,3.33499,402,27,12054
New York,2017,10,2734,182,101,10.35,6.66,3.69,Level 3,Minimal,Mar-11-2017,2016-17,3.20508,419,66,13073
North Carolina,2017,10,697,95,60,22.24,13.63,8.61,Level 10,High,Mar-11-2017,2016-17,5.24093,670,46,12784
North Dakota,2017,10,139,8,13,15.11,5.76,9.35,Level 6,Moderate,Mar-11-2017,2016-17,3.4018,53,7,1558
Ohio,2017,10,3300,402,389,23.97,12.18,11.79,Level 3,Minimal,Mar-11-2017,2016-17,2.07281,435,71,20986
Oklahoma,2017,10,362,21,36,15.75,5.8,9.94,Level 10,High,Mar-11-2017,2016-17,6.91892,320,18,4625
Oregon,2017,10,579,40,31,12.26,6.91,5.35,Level 2,Minimal,Mar-11-2017,2016-17,1.59095,97,16,6097
Pennsylvania,2017,10,846,95,54,17.61,11.23,6.38,Level 4,Low,Mar-11-2017,2016-17,2.61716,301,57,11501
Rhode Island,2017,10,0,0,0,0,0,0,Level 7,Moderate,Mar-11-2017,2016-17,2.57117,112,16,4356
South Carolina,2017,10,532,61,35,18.05,11.47,6.58,Level 10,High,Mar-11-2017,2016-17,5.39361,346,14,6415
South Dakota,2017,10,276,25,28,19.2,9.06,10.14,Level 5,Low,Mar-11-2017,2016-17,2.47416,225,33,9094
Tennessee,2017,10,459,46,32,16.99,10.02,6.97,Level 10,High,Mar-11-2017,2016-17,6.41042,507,54,7909
Texas,2017,10,3099,454,226,21.94,14.65,7.29,Level 10,High,Mar-11-2017,2016-17,7.26928,2107,105,28985
Utah,2017,10,835,56,10,7.9,6.71,1.2,Level 1,Minimal,Mar-11-2017,2016-17,0.61082,98,31,16044
Vermont,2017,10,165,27,8,21.21,16.36,4.85,Level 1,Minimal,Mar-11-2017,2016-17,1.99492,55,10,2757
Virginia,2017,10,428,99,43,33.18,23.13,10.05,Level 8,High,Mar-11-2017,2016-17,3.60225,3677,150,102075
Washington,2017,10,699,21,24,6.44,3,3.43,Level 1,Minimal,Mar-11-2017,2016-17,0.422476,20,47,4734
West Virginia,2017,10,701,79,54,18.97,11.27,7.7,Level 4,Low,Mar-11-2017,2016-17,3.13655,798,45,25442
Wisconsin,2017,10,2024,321,269,29.15,15.86,13.29,Level 3,Minimal,Mar-11-2017,2016-17,2.55391,167,24,6539
Wyoming,2017,10,0,0,0,0,0,0,Level 4,Low,Mar-11-2017,2016-17,2.53111,120,23,4741
Puerto Rico,2017,10,0,0,0,0,0,0,Level 1,Minimal,Mar-11-2017,2016-17,3.61959,153,8,4227
Virgin Islands,2017,10,0,0,0,0,0,0,Level 0,Insufficient Data,Mar-11-2017,2016-17,1.13636,8,2,704
New York City,2017,10,0,0,0,0,0,0,Level 3,Minimal,Mar-11-2017,2016-17,1.90741,1829,71,95889
Alabama,2017,11,964,84,60,14.94,8.71,6.22,Level 10,High,Mar-18-2017,2016-17,5.96548,477,24,7996
Alaska,2017,11,0,0,0,0,0,0,Level 5,Low,Mar-18-2017,2016-17,2.35988,40,6,1695
Arizona,2017,11,292,18,6,8.22,6.16,2.05,Level 4,Low,Mar-18-2017,2016-17,2.19247,506,51,23079
Arkansas,2017,11,147,22,6,19.05,14.97,4.08,Level 7,Moderate,Mar-18-2017,2016-17,3.55401,153,12,4305
California,2017,11,1408,87,18,7.46,6.18,1.28,Level 4,Low,Mar-18-2017,2016-17,2.33598,1155,112,49444
Colorado,2017,11,846,49,92,16.67,5.79,10.87,Level 3,Minimal,Mar-18-2017,2016-17,1.2087,45,5,3723
Connecticut,2017,11,558,37,39,13.62,6.63,6.99,Level 1,Minimal,Mar-18-2017,2016-17,3.3579,41,13,1221
Delaware,2017,11,268,35,28,23.51,13.06,10.45,Level 1,Minimal,Mar-18-2017,2016-17,0.526316,13,13,2470
District of Columbia,2017,11,0,0,0,0,0,0,Level 0,Insufficient Data,Mar-18-2017,2016-17,9.05088,185,2,2044
Florida,2017,11,0,0,0,0,0,0,Level 2,Minimal,Mar-18-2017,2016-17,X,X,X,X
Georgia,2017,11,1594,161,197,22.46,10.1,12.36,Level 10,High,Mar-18-2017,2016-17,4.72268,2683,56,56811
Hawaii,2017,11,222,6,8,6.31,2.7,3.6,Level 2,Minimal,Mar-18-2017,2016-17,2.76008,39,15,1413
Idaho,2017,11,77,12,1,16.88,15.58,1.3,Level 1,Minimal,Mar-18-2017,2016-17,1.08268,22,8,2032
Illinois,2017,11,812,59,97,19.21,7.27,11.95,Level 6,Moderate,Mar-18-2017,2016-17,3.18906,1450,79,45468
Indiana,2017,11,424,68,65,31.37,16.04,15.33,Level 10,High,Mar-18-2017,2016-17,4.53867,213,26,4693
Iowa,2017,11,293,26,21,16.04,8.87,7.17,Level 1,Minimal,Mar-18-2017,2016-17,0.612053,13,11,2124
Kansas,2017,11,160,19,21,25,11.88,13.13,Level 9,High,Mar-18-2017,2016-17,4.27592,287,28,6712
Kentucky,2017,11,407,45,22,16.46,11.06,5.41,Level 10,High,Mar-18-2017,2016-17,7.54849,755,24,10002
Louisiana,2017,11,1938,470,141,31.53,24.25,7.28,Level 7,Moderate,Mar-18-2017,2016-17,3.73332,2003,102,53652
Maine,2017,11,231,49,28,33.33,21.21,12.12,Level 2,Minimal,Mar-18-2017,2016-17,1.84502,85,28,4607
Maryland,2017,11,344,46,50,27.91,13.37,14.53,Level 6,Moderate,Mar-18-2017,2016-17,3.89496,310,42,7959
Massachusetts,2017,11,944,104,43,15.57,11.02,4.56,Level 3,Minimal,Mar-18-2017,2016-17,1.78344,435,43,24391
Michigan,2017,11,2060,215,233,21.75,10.44,11.31,Level 6,Moderate,Mar-18-2017,2016-17,3.26327,753,71,23075
Minnesota,2017,11,841,64,122,22.12,7.61,14.51,Level 4,Low,Mar-18-2017,2016-17,2.78864,164,20,5881
Mississippi,2017,11,175,15,5,11.43,8.57,2.86,Level 8,High,Mar-18-2017,2016-17,4.78162,843,48,17630
Missouri,2017,11,1014,49,81,12.82,4.83,7.99,Level 4,Low,Mar-18-2017,2016-17,2.52691,169,18,6688
Montana,2017,11,171,4,13,9.94,2.34,7.6,Level 1,Minimal,Mar-18-2017,2016-17,0.252101,9,9,3570
Nebraska,2017,11,192,17,31,25,8.85,16.15,Level 3,Minimal,Mar-18-2017,2016-17,1.98883,57,13,2866
Nevada,2017,11,32,6,1,21.88,18.75,3.13,Level 2,Minimal,Mar-18-2017,2016-17,1.22788,238,35,19383
